Comedy,54,0.001727,2822,0.090243,2876,0.091970,25627,0.819513
Drama,902,0.028845,1255,0.040133,2157,0.068978,28761,0.919734
Action,11,0.000352,1877,0.060024,1888,0.060375,27517,0.879953
Documentary,5,0.000160,851,0.027214,856,0.027374,29569,0.945573
Adult,0,0.000000,81,0.002590,81,0.002590,31109,0.994819
Romance,3,0.000096,3163,0.101148,3166,0.101244,24945,0.797704
Thriller,2,0.000064,2757,0.088165,2759,0.088229,25757,0.823670
Animation,1,0.000032,631,0.020178,632,0.020210,30009,0.959643
Family,5,0.000160,1184,0.037863,1189,0.038022,28903,0.924275
Horror,4,0.000128,1119,0.035784,1123,0.035912,29033,0.928432
Music,2,0.000064,905,0.028941,907,0.029005,29461,0.942119
Crime,0,0.000000,1872,0.059864,1872,0.059864,27527,0.880272
Adventure,0,0.000000,1654,0.052892,1654,0.052892,27963,0.894215
Fantasy,0,0.000000,1108,0.035432,1108,0.035432,29055,0.929136
Sci-Fi,0,0.000000,894,0.028589,894,0.028589,29483,0.942822
Mystery,0,0.000000,1413,0.045186,1413,0.045186,28445,0.909629
Biography,0,0.000000,936,0.029932,936,0.029932,29399,0.940136
History,0,0.000000,946,0.030252,946,0.030252,29379,0.939497
Sport,2,0.000064,565,0.018068,567,0.018132,30141,0.963864
Musical,0,0.000000,810,0.025903,810,0.025903,29651,0.948195
War,0,0.000000,704,0.022513,704,0.022513,29863,0.954974
Western,0,0.000000,395,0.012632,395,0.012632,30481,0.974737
News,0,0.000000,142,0.004541,142,0.004541,30987,0.990918
Reality-TV,0,0.000000,114,0.003646,114,0.003646,31043,0.992709
## Total: 13626 of 31271 (0.435739) movies completely correctly classified ##
Total,991,0.001320,28198,0.037572,29189,0.038893,721315,0.961107
