Comedy,0,0.000000,53662,0.258019,53662,0.258019,100653,0.483962
Drama,0,0.000000,75274,0.361934,75274,0.361934,57429,0.276131
Action,0,0.000000,14262,0.068575,14262,0.068575,179453,0.862850
Documentary,0,0.000000,24903,0.119739,24903,0.119739,158171,0.760522
Adult,0,0.000000,14741,0.070878,14741,0.070878,178495,0.858244
Romance,0,0.000000,15178,0.072979,15178,0.072979,177621,0.854042
Thriller,0,0.000000,15053,0.072378,15053,0.072378,177871,0.855244
Animation,0,0.000000,6603,0.031749,6603,0.031749,194771,0.936503
Family,0,0.000000,10177,0.048933,10177,0.048933,187623,0.902133
Horror,0,0.000000,11410,0.054862,11410,0.054862,185157,0.890276
Music,0,0.000000,9383,0.045116,9383,0.045116,189211,0.909769
Crime,0,0.000000,10662,0.051265,10662,0.051265,186653,0.897469
Adventure,0,0.000000,7776,0.037389,7776,0.037389,192425,0.925223
Fantasy,0,0.000000,7028,0.033792,7028,0.033792,193921,0.932416
Sci-Fi,0,0.000000,6633,0.031893,6633,0.031893,194711,0.936214
Mystery,0,0.000000,6754,0.032475,6754,0.032475,194469,0.935051
Biography,0,0.000000,4329,0.020815,4329,0.020815,199319,0.958370
History,0,0.000000,3880,0.018656,3880,0.018656,200217,0.962688
Sport,0,0.000000,3800,0.018271,3800,0.018271,200377,0.963457
Musical,0,0.000000,3851,0.018516,3851,0.018516,200275,0.962967
War,0,0.000000,3334,0.016031,3334,0.016031,201309,0.967939
Western,0,0.000000,3805,0.018295,3805,0.018295,200367,0.963409
News,0,0.000000,1673,0.008044,1673,0.008044,204631,0.983912
Reality-TV,0,0.000000,1814,0.008722,1814,0.008722,204349,0.982556
## Total: 0 of 207977 (0.000000) movies completely correctly classified ##
Total,0,0.000000,315985,0.063305,315985,0.063305,4675463,0.936695
