Action;0;1995;1999;1989;1990;1992;1994;1994;1994;1994;1993;1994;1994;1999;2000;1997;1999;1999;1998;1998;1997
Action;0.000000;0.009592;0.009612;0.009564;0.009568;0.009578;0.009588;0.009588;0.009588;0.009588;0.009583;0.009588;0.009588;0.009612;0.009616;0.009602;0.009612;0.009612;0.009607;0.009607;0.009602
Action;14262;12259;12257;12260;12260;12258;12261;12261;12259;12258;12262;12258;12258;12259;12256;12256;12255;12256;12257;12258;12258
Action;0.068575;0.058944;0.058934;0.058949;0.058949;0.058939;0.058954;0.058954;0.058944;0.058939;0.058958;0.058939;0.058939;0.058944;0.058930;0.058930;0.058925;0.058930;0.058934;0.058939;0.058939
Action;14262;14254;14256;14249;14250;14250;14255;14255;14253;14252;14255;14252;14252;14258;14256;14253;14254;14255;14255;14256;14255
Action;0.068575;0.068536;0.068546;0.068512;0.068517;0.068517;0.068541;0.068541;0.068532;0.068527;0.068541;0.068527;0.068527;0.068556;0.068546;0.068532;0.068536;0.068541;0.068541;0.068546;0.068541
Action;179453;183459;183463;183457;183457;183461;183455;183455;183459;183461;183453;183461;183461;183459;183465;183465;183467;183465;183463;183461;183461
Action;0.862850;0.882112;0.882131;0.882102;0.882102;0.882122;0.882093;0.882093;0.882112;0.882122;0.882083;0.882122;0.882122;0.882112;0.882141;0.882141;0.882150;0.882141;0.882131;0.882122;0.882122
Adult;0;925;925;920;922;922;924;925;923;923;924;923;926;925;926;926;924;925;925;922;921
Adult;0.000000;0.004448;0.004448;0.004424;0.004433;0.004433;0.004443;0.004448;0.004438;0.004438;0.004443;0.004438;0.004452;0.004448;0.004452;0.004452;0.004443;0.004448;0.004448;0.004433;0.004428
Adult;14741;1058;1056;1060;1058;1059;1059;1058;1056;1057;1058;1058;1058;1056;1057;1057;1056;1057;1056;1058;1057
Adult;0.070878;0.005087;0.005077;0.005097;0.005087;0.005092;0.005092;0.005087;0.005077;0.005082;0.005087;0.005087;0.005087;0.005077;0.005082;0.005082;0.005077;0.005082;0.005077;0.005087;0.005082
Adult;14741;1983;1981;1980;1980;1981;1983;1983;1979;1980;1982;1981;1984;1981;1983;1983;1980;1982;1981;1980;1978
Adult;0.070878;0.009535;0.009525;0.009520;0.009520;0.009525;0.009535;0.009535;0.009515;0.009520;0.009530;0.009525;0.009540;0.009525;0.009535;0.009535;0.009520;0.009530;0.009525;0.009520;0.009511
Adult;178495;205861;205865;205857;205861;205859;205859;205861;205865;205863;205861;205861;205861;205865;205863;205863;205865;205863;205865;205861;205863
Adult;0.858244;0.989826;0.989845;0.989807;0.989826;0.989816;0.989816;0.989826;0.989845;0.989835;0.989826;0.989826;0.989826;0.989845;0.989835;0.989835;0.989845;0.989835;0.989845;0.989826;0.989835
Adventure;0;343;343;343;343;343;343;343;343;343;343;343;343;343;343;343;344;343;343;343;343
Adventure;0.000000;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001649;0.001654;0.001649;0.001649;0.001649;0.001649
Adventure;7776;7663;7663;7663;7663;7663;7663;7663;7663;7663;7663;7663;7663;7663;7663;7663;7662;7663;7663;7663;7663
Adventure;0.037389;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036845;0.036841;0.036845;0.036845;0.036845;0.036845
Adventure;7776;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006;8006
Adventure;0.037389;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495;0.038495
Adventure;192425;192651;192651;192651;192651;192651;192651;192651;192651;192651;192651;192651;192651;192651;192651;192651;192653;192651;192651;192651;192651
Adventure;0.925223;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926309;0.926319;0.926309;0.926309;0.926309;0.926309
Animation;0;349;348;349;349;349;349;349;349;349;350;349;349;349;349;349;349;349;349;349;349
Animation;0.000000;0.001678;0.001673;0.001678;0.001678;0.001678;0.001678;0.001678;0.001678;0.001678;0.001683;0.001678;0.001678;0.001678;0.001678;0.001678;0.001678;0.001678;0.001678;0.001678;0.001678
Animation;6603;4748;4748;4745;4745;4746;4746;4747;4748;4748;4746;4748;4748;4748;4748;4748;4748;4748;4748;4748;4748
Animation;0.031749;0.022829;0.022829;0.022815;0.022815;0.022820;0.022820;0.022825;0.022829;0.022829;0.022820;0.022829;0.022829;0.022829;0.022829;0.022829;0.022829;0.022829;0.022829;0.022829;0.022829
Animation;6603;5097;5096;5094;5094;5095;5095;5096;5097;5097;5096;5097;5097;5097;5097;5097;5097;5097;5097;5097;5097
Animation;0.031749;0.024508;0.024503;0.024493;0.024493;0.024498;0.024498;0.024503;0.024508;0.024508;0.024503;0.024508;0.024508;0.024508;0.024508;0.024508;0.024508;0.024508;0.024508;0.024508;0.024508
Animation;194771;198481;198481;198487;198487;198485;198485;198483;198481;198481;198485;198481;198481;198481;198481;198481;198481;198481;198481;198481;198481
Animation;0.936503;0.954341;0.954341;0.954370;0.954370;0.954360;0.954360;0.954351;0.954341;0.954341;0.954360;0.954341;0.954341;0.954341;0.954341;0.954341;0.954341;0.954341;0.954341;0.954341;0.954341
