Comedy,1579,0.013306,21452,0.180776,23031,0.194083,75762,0.638447
Drama,12929,0.108953,15850,0.133568,28779,0.242521,86966,0.732864
Action,640,0.005393,7412,0.062461,8052,0.067854,103842,0.875078
Documentary,758,0.006388,14246,0.120051,15004,0.126439,90174,0.759898
Adult,765,0.006447,404,0.003405,1169,0.009851,117858,0.993191
Romance,440,0.003708,8062,0.067939,8502,0.071646,102542,0.864123
Thriller,382,0.003219,7347,0.061913,7729,0.065132,103972,0.876173
Animation,275,0.002317,5230,0.044073,5505,0.046391,108206,0.911853
Family,137,0.001155,6075,0.051194,6212,0.052349,106516,0.897612
Horror,436,0.003674,4958,0.041781,5394,0.045455,108750,0.916438
Music,325,0.002739,4097,0.034525,4422,0.037264,110472,0.930949
Crime,424,0.003573,6236,0.052551,6660,0.056124,106194,0.894898
Adventure,248,0.002090,5662,0.047714,5910,0.049804,107342,0.904572
Fantasy,145,0.001222,3867,0.032587,4012,0.033809,110932,0.934825
Sci-Fi,253,0.002132,3729,0.031424,3982,0.033556,111208,0.937151
Mystery,49,0.000413,3684,0.031045,3733,0.031458,111298,0.937910
Biography,38,0.000320,2578,0.021725,2616,0.022045,113510,0.956550
History,51,0.000430,2584,0.021775,2635,0.022205,113498,0.956449
Sport,143,0.001205,2256,0.019011,2399,0.020216,114154,0.961977
Musical,32,0.000270,2016,0.016989,2048,0.017259,114634,0.966022
War,256,0.002157,2284,0.019247,2540,0.021405,114098,0.961505
Western,95,0.000801,2132,0.017966,2227,0.018767,114402,0.964067
News,11,0.000093,701,0.005907,712,0.006000,117264,0.988185
Reality-TV,7,0.000059,1169,0.009851,1176,0.009910,116328,0.980298
## Total: 35125 of 118666 (0.295999) movies completely correctly classified ##
Total,20418,0.007169,134031,0.047062,154449,0.054231,2693535,0.945769
